scheme_id,name,name_hindi,category,level,state,ministry,description,benefits,benefit_amount,age_min,age_max,gender,income_limit_annual,income_limit_display,caste_category,occupation,is_bpl_required,land_holding_max_acres,education_requirement,disability_applicable,marital_status,domicile_required,documents_required,application_mode,application_url,official_pdf_url,launched_year,deadline,target_beneficiaries,chunk_count,active,last_updated
scheme_iay_iay_gramin,Interest Subsidy on Home Loans for Economically Weaker Section,आर्थिक कमजोर वर्ग के लिए गृह ऋण ब्याज सब्सिडी,housing,central,,Ministry of Housing and Urban Affairs,Interest subsidy on housing loans for EWS/LIG borrowers under PMAY Credit Linked Subsidy Scheme.,Interest subsidy of 6.5% on home loan up to Rs. 6 lakh for EWS; Effective interest rate reduces to about 3-4%; NPV of subsidy Rs. 2.67 lakh,267000 net present value subsidy (EWS),18,,All,600000,EWS: up to Rs. 3 lakh/year; LIG: Rs. 3-6 lakh/year,All,Any (first-time home buyer),No,,None,Yes,Any,Yes,"Aadhaar, PAN, Income certificate, Property documents, Bank account, Loan sanction letter",Online (through PLI banks),https://pmaymis.gov.in,https://mohua.gov.in/upload/uploadfiles/files/CLSS_Guidelines.pdf,2015,"March 31, 2024 (PMAY 1.0); extended in PMAY 2.0",EWS/LIG first-time home buyers,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_br_mukhyamantri_kanya_utthan,Mukhyamantri Kanya Utthan Yojana — Bihar,मुख्यमंत्री कन्या उत्थान योजना,education,state,Bihar,"Education Department, Bihar",Financial incentive to girl students in Bihar at multiple educational milestones to discourage dropouts and child marriage.,"Rs. 50,000 on graduation; Rs. 25,000 on intermediate pass (unmarried); Rs. 10,000 in installments from birth to class 12; Sanitary napkins + uniforms",50000 on graduation + 25000 intermediate + prior installments,0,,Female,,No income limit,All,Student (girl),No,,Pursuing education at applicable stage,Yes,Unmarried (at time of graduation),Yes (Bihar),"Aadhaar, Bank account (girl's name), Marksheet, Domicile certificate, College enrollment",Online,https://medhasoft.bih.nic.in,https://state.bihar.gov.in/educationbihar/kanya-utthan,2018,Application within 1 year of passing,Girl students in Bihar at all levels of education,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_br_student_credit_card,Bihar Student Credit Card Scheme,बिहार स्टूडेंट क्रेडिट कार्ड योजना,education,state,Bihar,"Education Department, Bihar",Education loan up to Rs. 4 lakh at 4% interest (1% for women/disabled/transgender) for students pursuing higher education.,"Loan up to Rs. 4 lakh at 4% interest (1% for girl/disabled/transgender); No collateral; Covers tuition, hostel, stationery, food",400000 loan at 4 percent (1 percent for girls),18,25,All,,No income limit,All,Student (higher education),No,,Passed class 12; enrolled in eligible institution,Yes,Any,Yes (Bihar),"Aadhaar, Class 12 marksheet, Admission letter, Domicile certificate, Income certificate, Bank account",Online,https://www.7nishchay-yuvaupmission.bihar.gov.in,https://state.bihar.gov.in/educationbihar/bscc-guidelines,2016,No fixed deadline,Bihar students aged 18-25 pursuing higher education,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_br_vridha_pension,Mukhyamantri Vridhjan Pension Yojana — Bihar,मुख्यमंत्री वृद्धजन पेंशन योजना,employment,state,Bihar,"Social Welfare Department, Bihar",Universal pension for all senior citizens above 60 in Bihar regardless of income or category.,Rs. 400/month for age 60-79; Rs. 500/month for age 80+; Direct bank transfer,400 per month (60-79) / 500 per month (80+),60,,All,,No income limit (universal),All,Any (retired/elderly),No,,None,Yes,Any,Yes (Bihar),"Aadhaar, Age proof (voter ID/birth cert), Bank account, Domicile certificate",Online/Offline,https://www.sspmis.bihar.gov.in,https://socialwelfare.bih.nic.in/mvpy-scheme,2019,No fixed deadline,All elderly above 60 years in Bihar,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_hr_ladli_pension,Ladli Pension Scheme — Haryana,लाडली पेंशन योजना — हरियाणा,education,state,Haryana,"Women and Child Development Department, Haryana",Financial incentive and pension for families with only girl children to address adverse sex ratio.,"Rs. 2,000/month pension to parents of girls-only family after mother turns 45; Incentive of Rs. 5,000 at birth of second girl",2000 per month pension for parents,0,,Female,,No income limit,All,Any,No,,None,Yes,Married (parents),Yes (Haryana),"Aadhaar, Birth certificates of both girl children, Domicile certificate, Bank account",Offline,https://wcdhry.gov.in,https://wcdhry.gov.in/ladli-scheme,2005,No fixed deadline,Families with only girl children in Haryana,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_hr_mhara_pani_mhara_virasat,Mhara Pani Mhara Virasat — Haryana,म्हारा पानी म्हारा विरासत — हरियाणा,agriculture,state,Haryana,"Agriculture and Farmers Welfare Department, Haryana",Incentive for farmers to diversify from paddy cultivation to less water-intensive crops to conserve groundwater.,"Rs. 7,000 per acre to farmers who shift from paddy to other crops; Compensation for income loss from diversification",7000 per acre for crop diversification,18,,All,,No income limit,All,Farmer,No,,None,Yes,Any,Yes (Haryana),"Aadhaar, Land records (Jamabandi), Meri Fasal Mera Byora registration, Bank account",Online,https://fasal.haryana.gov.in,https://agriharyana.gov.in/MharaPaniMharaVirasat,2021,Kharif season deadline,Farmers in Haryana willing to shift from paddy cultivation,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_hp_sahara_yojana,Sahara Yojana — Himachal Pradesh,सहारा योजना — हिमाचल प्रदेश,health,state,Himachal Pradesh,"Health and Family Welfare Department, Himachal Pradesh","Monthly financial assistance for patients with serious long-term ailments like cancer, diabetes, kidney disease, paralysis in HP.","Rs. 3,000 per month for patients with cancer, Parkinson's, muscular dystrophy, thalassemia, haemophilia, liver cirrhosis, diabetes, renal failure, paralysis",3000 per month,0,,All,400000,Annual family income up to Rs. 4 lakh,All,Any (patient with specified illness),No,,None,Yes,Any,Yes (HP),"Aadhaar, Income certificate, Medical certificate from government hospital, Bank account",Offline,https://hp.gov.in/sahara-yojana,https://hphealth.nic.in/sahara,2019,No fixed deadline,HP residents with specified serious illnesses and family income below Rs. 4 lakh,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_hp_mukhyamantri_seva_sankalp,Mukhyamantri Seva Sankalp — Himachal Pradesh,मुख्यमंत्री सेवा संकल्प — हिमाचल प्रदेश,health,state,Himachal Pradesh,"Department of Information Technology, Himachal Pradesh",Helpline (1100) for immediate resolution of public grievances and access to government services.,24x7 helpline; Doorstep service delivery for 68 services; Grievance redressal within 7-30 days; Pensioner services; Certificate delivery,Free services at doorstep,0,,All,,No income limit,All,Any,No,,None,Yes,Any,Yes (HP),Aadhaar for some services,Helpline 1100,https://cm.hp.gov.in/sevasankalp,https://himachal.nic.in/seva-sankalp-guidelines,2018,No deadline,All residents of Himachal Pradesh,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_as_orunodoi,Orunodoi Scheme — Assam,অরুণোদই আঁচনি,employment,state,Assam,"Finance Department, Assam",Monthly financial assistance to economically weak households in Assam through women members.,"Rs. 1,250 per month direct bank transfer to the woman member of the family",1250 per month,18,,Female,,Annual family income below Rs. 2 lakh; not government employee,All,Any,No,,None,Yes,Any,Yes (Assam),"Aadhaar, Ration card, Bank account in woman's name, Income certificate",Online/Offline,https://orunodoi.assam.gov.in,https://finance.assam.gov.in/orunodoi-scheme,2020,Open enrollment,Economically weak households in Assam with income below Rs. 2 lakh,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_as_cm_scholarship,Chief Minister's Special Scholarship for SC/ST/OBC — Assam,মুখ্যমন্ত্রীৰ বিশেষ বৃত্তি (SC/ST/OBC) — অসম,education,state,Assam,"Welfare of Plain Tribes & Backward Classes, Assam",Scholarship for SC/ST/OBC students in Assam to pursue higher education including professional courses.,"Monthly scholarship Rs. 1,500-3,500; Annual grant for books; Full fee reimbursement for professional courses",1500 to 3500 per month,0,,All,250000,Annual family income up to Rs. 2.5 lakh,SC/ST/OBC,Student,No,,Class 12 passed; enrolled in higher education,Yes,Any,Yes (Assam),"Aadhaar, Caste certificate, Income certificate, Marksheet, Admission letter, Bank account",Online,https://scholarships.gov.in,https://wpta.assam.gov.in/scholarship-schemes,2010,October 31 each year,SC/ST/OBC students in Assam pursuing higher education,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_od_mamata_yojana,Mamata Scheme — Odisha,ମମତା ଯୋଜନା,health,state,Odisha,"Women and Child Development Department, Odisha",Conditional cash transfer to pregnant women and lactating mothers for better maternal and child health outcomes.,"Rs. 5,000 in installments: Rs. 1,000 on pregnancy registration; Rs. 2,000 on child birth; Rs. 2,000 when child turns 1",5000 total in 3 installments,19,,Female,,No income limit,All,Any,No,,None,Yes,Pregnant/Lactating,Yes (Odisha),"Aadhaar, ANC registration card, Bank account, Proof of delivery",Offline (via ASHA/ANM),https://wcd.odisha.gov.in,https://wcd.odisha.gov.in/Mamata-scheme,2011,Within 1 month of each milestone,All pregnant women in Odisha,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_od_biju_swasthya_kalyan,Biju Swasthya Kalyan Yojana (BSKY) — Odisha,ବିଜୁ ସ୍ୱାସ୍ଥ୍ୟ କଲ୍ୟାଣ ଯୋଜନା,health,state,Odisha,"Health and Family Welfare Department, Odisha",Universal health coverage scheme providing cashless health services to all families in Odisha.,"Health coverage Rs. 5 lakh per family/year; Rs. 10 lakh for women; Over 1,000 medical procedures cashless; Free medicines and diagnostics",500000 to 1000000 health coverage per year,0,,All,,No income limit (universal for ration card holders),All,Any,No,,None,Yes,Any,Yes (Odisha),"Aadhaar, Ration card / Smart Health Card",Online/Offline,https://bsky.odisha.gov.in,https://bsky.odisha.gov.in/BSKY-guidelines.pdf,2018,No fixed deadline,All ration card holders and their families in Odisha,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_jh_mukhyamantri_krishak,Mukhyamantri Krishak Jeevan Uthan Yojana — Jharkhand,मुख्यमंत्री कृषक जीवन उत्थान योजना,agriculture,state,Jharkhand,"Agriculture and Farmers Welfare Department, Jharkhand",Financial support to farmers in Jharkhand for crop loss due to natural calamities and agricultural development.,"Rs. 2,000 per acre crop loss compensation; Agricultural equipment subsidy up to 50%; Rs. 5,000 seed kit",2000 per acre crop loss compensation,18,,All,,Small/marginal farmers,All (SC/ST priority),Farmer,No,4.94,None,Yes,Any,Yes (Jharkhand),"Aadhaar, Land records (Jamabandi), Bank account, Ration card",Offline,https://agri.jharkhand.gov.in,https://agri.jharkhand.gov.in/krishak-scheme,2020,Post-calamity application within 30 days,Small and marginal farmers of Jharkhand,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_jh_savitribai_phule,Savitribai Phule Kishori Samridhi Yojana — Jharkhand,सावित्रीबाई फुले किशोरी समृद्धि योजना,education,state,Jharkhand,"Women, Child Development and Social Security Department, Jharkhand",Financial incentive for girl students to stay in school and avoid early marriage in Jharkhand.,"Rs. 2,500 in class 8; Rs. 2,500 in class 9; Rs. 5,000 in class 10; Rs. 5,000 in class 11; Rs. 5,000 in class 12; Rs. 20,000 on turning 18",2500 to 20000 across phases; total 40000,0,18,Female,,SECC beneficiaries / Antyodaya,All,Student (girl),Yes (SECC/Antyodaya),,Enrolled in school class 8 onwards,Yes,Unmarried,Yes (Jharkhand),"Aadhaar, Ration card (SECC), School enrollment, Bank account in girl's name",Offline,https://jharkhand.gov.in,https://wcd.jharkhand.gov.in/savitribai-phule-scheme,2021,Apply within 3 months of class enrollment,SECC girl students in Jharkhand class 8 to 18 years,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_cg_godhan_nyay,Godhan Nyay Yojana — Chhattisgarh,गोधन न्याय योजना,agriculture,state,Chhattisgarh,"Agriculture Department, Chhattisgarh",Purchase of cow dung from farmers and cattle owners at Rs. 2 per kg to promote organic farming and vermi-compost production.,Rs. 2 per kg for cow dung directly credited to bank account; Income for landless cattle owners; Organic farming promotion,2 per kg cow dung purchased,18,,All,,No income limit (cattle owner),All,Farmer/Cattle owner,No,,None,Yes,Any,Yes (Chhattisgarh),"Aadhaar, Bank account, Cattle ownership proof/registration",Offline (at Gauthans/collection centres),https://dprcg.gov.in/godhan,https://agri.cg.gov.in/godhan-nyay,2020,No fixed deadline,Cattle owners and farmers in Chhattisgarh,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_cg_rajiv_gandhi_kisan_nyay,Rajiv Gandhi Kisan Nyay Yojana — Chhattisgarh,राजीव गांधी किसान न्याय योजना,agriculture,state,Chhattisgarh,"Agriculture Department, Chhattisgarh","Input subsidy support to farmers in Chhattisgarh for paddy, maize, sugarcane, and other crops.","Rs. 9,000 per acre for paddy; Rs. 10,000 per acre for maize and other crops; Paid in 4 installments per year; Includes landless labourers",9000 per acre for paddy; 10000 per acre for other crops,18,,All,,No income limit,All,Farmer/Agricultural labourer,No,,None,Yes,Any,Yes (Chhattisgarh),"Aadhaar, Land records (B1/P2), Bank account, Ration card",Offline,https://agri.cg.gov.in,https://agri.cg.gov.in/rgjny-guidelines,2020,Season-specific,Farmers and landless agricultural labourers in Chhattisgarh,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_uk_vatsalya,Mukhyamantri Vatsalya Yojana — Uttarakhand,मुख्यमंत्री वात्सल्य योजना,employment,state,Uttarakhand,"Women Empowerment and Child Development Department, Uttarakhand",Financial and legal support to children orphaned during COVID-19 or other calamities in Uttarakhand.,"Rs. 3,000 per month till age 21; Free ration; Free education; Priority in employment schemes; Legal guardian assistance",3000 per month till age 21,0,21,All,,No income limit,All,Orphan child,No,,None,Yes,Any,Yes (Uttarakhand),"Aadhaar, Death certificates of both parents, Birth certificate, Bank account (guardian), Domicile certificate",Offline,https://wecd.uk.gov.in,https://wecd.uk.gov.in/vatsalya-yojana,2021,No fixed deadline,Children orphaned due to COVID-19 or calamities in Uttarakhand,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_dl_laadli_yojana,Delhi Ladli Scheme,दिल्ली लाडली योजना,education,state,Delhi,"Department of Women and Child Development, Delhi",Financial support to girl children for education from birth to class 12 to reduce gender discrimination.,"Rs. 11,000 at birth in hospital; Rs. 10,000 at birth at home; Rs. 5,000 at class 1/6/9 each; Rs. 5,000 at class 10/12 each; Maturity on turning 18",10000 to 11000 at birth + 5000 at each milestone,0,18,Female,100000,Annual family income up to Rs. 1 lakh,All,Girl child/Student,No,,Enrolled in Delhi school,Yes,Unmarried,Yes (Delhi; 3+ years residence),"Aadhaar (parents), Birth certificate, Income certificate, School enrollment, Bank account in girl's name, Domicile proof",Offline,https://wcddel.in/ladli.html,https://wcddel.in/pdf/Ladli_Guidelines.pdf,2008,Apply within 1 year of eligibility event,Girl children in Delhi from families with income up to Rs. 1 lakh,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_dl_mohalla_clinic,Mohalla Clinic — Delhi,मोहल्ला क्लीनिक — दिल्ली,health,state,Delhi,"Department of Health, Delhi","Free primary healthcare clinics in residential areas of Delhi providing OPD consultation, medicines, and tests.",Free OPD consultation; 109 free medicines; 212 free diagnostic tests; Free specialist referral linkage,Free primary healthcare,0,,All,,No income limit,All,Any,No,,None,Yes,Any,No,No documents required,Walk-in,https://health.delhigovt.nic.in/mohalla-clinic,https://health.delhigovt.nic.in/wps/wcm/connect/doit_health/Health/Mohalla+Clinic,2015,No deadline,All residents of Delhi,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_ga_dayanand_scholarship,Dayanand Social Security Scheme — Goa,दयानंद सामाजिक सुरक्षा योजना — गोवा,employment,state,Goa,"Department of Social Welfare, Goa","Pension for persons below poverty line including the elderly, disabled and destitute in Goa.","Rs. 2,300 per month for BPL elderly (65+); Rs. 2,300 for disabled; Rs. 2,300 for destitute; Rs. 3,000 for above 80 years",2300 to 3000 per month,18,,All,,BPL,All,Any,Yes,,None,Yes,Any,Yes (Goa; 15+ years residence),"Aadhaar, BPL certificate, Residence proof (15 years), Age proof, Bank account, Disability certificate (if applicable)",Offline,https://www.goa.gov.in/department/social-welfare,https://socialwelfare.goa.gov.in/dayanand-scheme,2003,No fixed deadline,BPL elderly/disabled/destitute in Goa with 15+ years residence,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_kl_ashraya,Ashraya / Pratheeksha Housing Scheme — Kerala,ആശ്രയ / പ്രതീക്ഷ ഭവന പദ്ധതി,housing,state,Kerala,"Revenue and Housing Department, Kerala",Construction of houses for absolutely homeless families in Kerala identified by panchayats/municipalities.,"Rs. 4 lakh for house construction; Government provides free land (5 cents rural, 3 cents urban); Construction assistance in phases",400000 construction assistance + free land,18,,All,,Absolutely homeless (listed by local body),All (SC/ST first priority),Any,Yes,,None,Yes,Any,Yes (Kerala),"Aadhaar, No-house certificate from panchayat, Ration card, Bank account",Offline (through Gram Panchayat),https://lsgkerala.gov.in,https://lsgkerala.gov.in/ashraya-scheme,2005,Panchayat-based annual allocation,Absolutely homeless families identified by local bodies in Kerala,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_kl_labour_welfare,Kerala Building & Other Construction Workers Welfare Fund,കേരള കെട്ടിട നിർമ്മാണ തൊഴിലാളി ക്ഷേമ നിധി,employment,state,Kerala,"Labour Department, Kerala",Social security benefits to building and construction workers in Kerala registered under the welfare board.,"Pension after 60; Accident benefit up to Rs. 1 lakh; Medical assistance Rs. 15,000; Housing loan Rs. 1 lakh; Marriage assistance Rs. 10,000; Scholarship for children",Pension + medical + housing + education benefits,18,,All,,Construction worker,All,Construction worker,No,,None,Yes,Any,Yes (Kerala),"Aadhaar, Proof of construction work, Bank account, Passport photo",Offline,https://bocwwb.kerala.gov.in,https://bocwwb.kerala.gov.in/schemes,1999,Registration open all year,Building and construction workers in Kerala,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_pb_ashirwad,Ashirwad Scheme — Punjab,ਆਸ਼ੀਰਵਾਦ ਯੋਜਨਾ — ਪੰਜਾਬ,education,state,Punjab,"Social Security and Women & Child Development, Punjab",Financial assistance for marriage of daughters from poor families in Punjab.,"Rs. 21,000 assistance for marriage of daughter from SC/BPL families; Available for 2 daughters per family",21000 for marriage of daughter,18,,Female,3200000,"Annual family income up to Rs. 32,000",SC/BPL,Any,Yes (SC or BPL),,None,Yes,"Unmarried (girl, minimum age 18)",Yes (Punjab),"Aadhaar, SC/BPL certificate, Marriage date proof, Income certificate, Bank account",Offline,https://sswcd.punjab.gov.in/ashirwad,https://sswcd.punjab.gov.in/sites/default/files/Ashirwad-scheme.pdf,1997,Apply within 6 months of marriage,SC/BPL families with daughters getting married in Punjab,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_mp_mukhyamantri_tirth_darshan,Mukhyamantri Tirth Darshan Yojana — Madhya Pradesh,मुख्यमंत्री तीर्थ दर्शन योजना — मध्यप्रदेश,employment,state,Madhya Pradesh,"Religious Trust and Endowments Department, MP",Free railway pilgrimage for senior citizens above 60 to designated religious sites in India.,Free train journey to pilgrimage sites; Accommodation; Food; Attendant for physically challenged; Escorts provided,Free pilgrimage (train + stay + food),60,,All,,No income limit,All,Senior citizen,No,,None,Yes,Any,Yes (MP),"Aadhaar, Age proof, MP domicile certificate, Medical fitness certificate",Offline,https://dharmasva.mp.gov.in,https://dharmasva.mp.gov.in/tirth-darshan,2012,Annual trip schedule-based,Senior citizens above 60 years in Madhya Pradesh,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_mp_deendayal_antyodaya,Mukhyamantri Gaon Ki Beti Yojana — Madhya Pradesh,मुख्यमंत्री गाँव की बेटी योजना — मध्यप्रदेश,education,state,Madhya Pradesh,"Higher Education Department, Madhya Pradesh",Scholarship for rural girl students who passed class 12 with first division from MP government school.,Rs. 500 per month for 10 months per year to pursue higher education; Available for up to 5 years,500 per month for 10 months annually,0,,Female,,No income limit,All,Student (higher education),No,,Class 12 first division from MP government school; currently pursuing higher education,Yes,Any,Yes (MP rural),"Aadhaar, Class 12 marksheet (first division), College admission, Residence proof (village), Bank account",Online,https://scholarshipportal.mp.nic.in,https://highereducation.mp.gov.in/gaon-ki-beti,2005,October 31 each year,Rural girl students from MP with first division in class 12 pursuing higher education,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_ap_ys_jagananna_ammavodi,Jagananna Ammavodi — Andhra Pradesh,జగనన్న అమ్మవోడి,education,state,Andhra Pradesh,"School Education Department, Andhra Pradesh","Annual financial incentive to mothers who send children to school, to reduce dropout rate in AP.","Rs. 15,000 per year per mother who sends child to government school (class 1-12); Direct transfer to mother's account",15000 per year per child,5,18,All,,BPL/low income families,All,Student (government school),Yes,,Enrolled in AP government school class 1-12,Yes,Any,Yes (AP),"Aadhaar (mother + child), Ration card, Bank account (mother's), School enrollment certificate",Offline (school-based),https://navasakam.ap.gov.in,https://cse.ap.gov.in/ammavodi,2020,Annual enrollment,Mothers of BPL students in AP government schools (class 1-12),1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_rj_free_scooty,Devnarayan Free Scooty Scheme / Kali Bai Bheel Scholarship — Rajasthan,देवनारायण छात्रा स्कूटी वितरण एवं प्रोत्साहन योजना,education,state,Rajasthan,"Higher Education Department, Rajasthan",Free scooty to OBC/EBC/SC girl students scoring 65%+ in class 12 and admitted to college in Rajasthan.,"Free scooty on scoring 65%+ in class 12; Rs. 1,000/month incentive for college attendance; Petrol allowance",Free scooty + 1000 per month,0,25,Female,250000,Annual family income up to Rs. 2.5 lakh,OBC/EBC/SC/ST,Student (higher education),No,,Class 12 passed with 65%+ from Rajasthan state board,Yes,Any,Yes (Rajasthan),"Aadhaar, Class 12 marksheet, Caste certificate, Income certificate, College admission proof, Bank account",Online,https://hte.rajasthan.gov.in,https://hte.rajasthan.gov.in/devnarayan-scooty-scheme,2011,August 31 each year,OBC/EBC/SC girl students in Rajasthan with 65%+ in class 12,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_rj_palanhar,Palanhar Yojana — Rajasthan,पालनहार योजना — राजस्थान,education,state,Rajasthan,"Social Justice and Empowerment Department, Rajasthan",Assistance to family-based care for orphaned and destitute children as an alternative to institutional care.,"Rs. 500/month for children up to 5 years; Rs. 1,000/month for children 5-18 years; Rs. 2,000/year for clothing/shoes; Anganwadi and school enrollment mandatory",500 to 1000 per month + 2000 annual,0,18,All,120000,Annual family income up to Rs. 1.2 lakh,All (priority to SC Palanhar families),Orphaned/destitute child's guardian,No,,School enrollment mandatory for 5+,Yes,Any,Yes (Rajasthan),"Aadhaar, Death certificate of parent(s), Income certificate of Palanhar, Child birth certificate, School/Anganwadi enrollment, Bank account",Offline,https://sje.rajasthan.gov.in,https://sje.rajasthan.gov.in/Schemes/Palanhar/palanhar.pdf,2004,No fixed deadline,Orphaned and destitute children being cared for by close relatives in Rajasthan,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_gu_vidhya_sahayi,Vidhya Sahayi Scheme (SC/ST Students) — Gujarat,વિદ્યા સહાયી — ગુજરાત,education,state,Gujarat,"Social Justice and Empowerment Department, Gujarat",Monthly stipend for SC/ST students studying from class 1 to graduation in Gujarat.,"Rs. 250-1,200/month for hostellers; Rs. 100-550/month for day scholars; Covers class 1 to post-graduation",100 to 1200 per month,6,,All,250000,Annual parental income up to Rs. 2.5 lakh,SC/ST,Student (class 1 to PG),No,,Currently enrolled in school/college,Yes,Any,Yes (Gujarat),"Aadhaar, SC/ST certificate, Income certificate, School/college enrollment, Bank account, Marksheet",Online,https://sje.gujarat.gov.in,https://sje.gujarat.gov.in/dscw/uploads/Scheme/vidhya-sahayi.pdf,1972,October 31 each year,SC/ST students in Gujarat class 1 to post-graduation,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_gu_swarnim_jayanti_mukhya_snatakotsav,Mukhyamantri Apprenticeship Yojana — Gujarat,મુખ્યમંત્રી એપ્રેન્ટિસશિપ યોજના — ગુજરાત,employment,state,Gujarat,"Labour and Employment Department, Gujarat",State government pays 50% of stipend to employers who hire youth as apprentices in Gujarat.,50% of minimum stipend paid by state government to employer; Youth get full stipend; Certificate after training,50 percent of stipend (1500 to 9000 range),16,30,All,,No income limit,All,Unemployed youth seeking apprenticeship,No,,Class 8 minimum (varies by trade),Yes,Any,Yes (Gujarat),"Aadhaar, Educational certificate, Bank account, Passport photo",Online,https://apprenticeshipindia.org,https://labour.gujarat.gov.in/mukhyamantri-apprenticeship,2016,No fixed deadline,Youth aged 16-30 in Gujarat seeking apprenticeship,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_wb_swasthya_sathi,Swasthya Sathi — West Bengal,স্বাস্থ্য সাথী,health,state,West Bengal,"Health and Family Welfare Department, West Bengal",Universal health insurance scheme for all families in West Bengal providing cashless treatment at empanelled hospitals.,"Health coverage Rs. 5 lakh per family per year; 1,600+ procedures cashless; Smart card issued in woman's name; Pre-existing conditions covered",500000 per family per year,0,,All,,No income limit (universal),All,Any,No,,None,Yes,Any,Yes (West Bengal),"Aadhaar, Ration card, Passport photo (family members)",Online/Offline,https://swasthyasathi.gov.in,https://swasthyasathi.gov.in/SS-guidelines.pdf,2016,No fixed deadline,All families in West Bengal,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_wb_taruner_swapno,Taruner Swapno Scheme — West Bengal,তরুণের স্বপ্ন,education,state,West Bengal,"School Education Department, West Bengal",Free tablets to students of class 12 from government schools in West Bengal to bridge digital divide.,Free tablet with SIM card; 2GB per day free data; Educational apps pre-loaded,Free tablet (approximately Rs. 6000 value),16,20,All,,No income limit (government school students),All,Student (class 12),No,,Currently enrolled in class 12 in West Bengal government school,Yes,Any,Yes (West Bengal),"Aadhaar, School enrollment certificate",Automatic (school-based),https://wb.gov.in/tarunerswapno,https://banglarshiksha.gov.in/taruner-swapno,2021,No fixed deadline,Class 12 students in West Bengal government schools,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_ka_rajiv_gandhi_scholarship_sc,Rajiv Gandhi Scholarship for SC/ST — Karnataka Post-Matric,ರಾಜೀವ್ ಗಾಂಧಿ ಫೆಲೋಶಿಪ್ — ಕರ್ನಾಟಕ,education,state,Karnataka,"Social Welfare Department, Karnataka",State scholarship for SC/ST students in Karnataka for post-matric education to supplement central scholarship.,"Full tuition reimbursement; Maintenance allowance Rs. 300-700/month; Hostel Rs. 500-1,200/month",300 to 700 per month maintenance + full tuition,0,,All,250000,Annual parental income up to Rs. 2.5 lakh,SC/ST,Student (post-matric),No,,Passed class 10; enrolled in post-matric education,Yes,Any,Yes (Karnataka),"Aadhaar, SC/ST certificate, Income certificate, Marksheet, Bonafide certificate, Bank account",Online,https://sw.kar.nic.in,https://sw.kar.nic.in/scholarship-schemes,1985,October 31 each year,SC/ST students in Karnataka pursuing post-matric education,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_tn_moovalur_ramamirtham,Moovalur Ramamirtham Ammaiyar Higher Education Assurance Scheme — TN,மூவலூர் ராமாமிர்தம் அம்மையார் திட்டம்,education,state,Tamil Nadu,"Adi Dravidar Welfare Department, Tamil Nadu",Financial incentive for SC girl students who pass class 12 and join college in Tamil Nadu.,"Rs. 1,000 monthly for college education; Rs. 75,000 on completing UG degree; For girl students from first-generation college families",1000 per month + 75000 on completing UG,0,,Female,,No income limit (first-generation graduates),SC,Student (first-generation college),No,,Class 12 passed; first graduate in family; enrolled in UG,Yes,Any,Yes (Tamil Nadu),"Aadhaar, SC certificate, Class 12 marksheet, College admission, First graduate affidavit, Bank account",Online,https://www.adi-dravidar.gov.in,https://www.adi-dravidar.gov.in/moovalur-scheme,2006,Academic year beginning,SC girl students who are first graduates in family in Tamil Nadu,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
